report_month,report_year,report_quarter,system,users_total,transactions_total,transaction_value_jod,user_jordanian_count,user_non_jordanian_count,user_male_count,user_female_count,user_age_under_30_count,user_age_31_50_count,user_age_51_plus_count,customer_individual_count,customer_legal_entity_count,wallet_individual_count,wallet_commercial_count,user_existing_count,user_new_count,tx_purchases_count,tx_money_transfers_count,tx_cash_out_count,tx_cash_in_count,value_purchases_jod,value_money_transfers_jod,value_cash_out_jod,value_cash_in_jod,on_us_money_transfer_count,off_us_money_transfer_count,on_us_money_transfer_value_jod,off_us_money_transfer_value_jod,billers_total,services_total,ef_cash_payment_count,ef_digital_payment_count,ef_cash_payment_value_jod,ef_digital_payment_value_jod,ach_jod_transaction_count,ach_usd_transaction_count,ach_usd_transaction_value,ach_eur_transaction_count,ach_eur_transaction_value,ach_gbp_transaction_count,ach_gbp_transaction_value,returned_cheque_count,returned_cheque_value_jod,returned_cheque_count_rate_pct,returned_cheque_value_rate_pct,activity_level
2024-04,2024,Q2,ACH,0,975000,755000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969000,5724,34300000,261,2600000,34,310000,0,0,0,0,Normal Activity
2024-04,2024,Q2,CliQ,1370000,5630000,849000000,1330000,45300,866000,476000,537000,597000,220000,1350000,20600,0,0,0,0,701200,4930000,0,0,138800000,710500000,0,0,940000,2730000,120200000,483800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-04,2024,Q2,ECCU,0,525000,3360000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18700,130000000,3.6,3.87,Normal Activity
2024-04,2024,Q2,JoMoPay,2280000,4220000,431000000,2010000,266000,1180000,1080000,818000,1029000,421000,0,0,2260000,6499,0,0,179500,3800000,160100,108600,12100000,366000000,28500000,24300000,1470000,1280000,103800000,92300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-04,2024,Q2,eFAWATEERcom,4260000,5020000,1196000000,0,0,0,0,0,0,0,0,0,0,0,4230000,31000,0,0,0,0,0,0,0,0,0,0,0,0,536,1810,923300,4090000,158400000,1040000000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-05,2024,Q2,ACH,0,975000,752000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969000,5138,35800000,308,2700000,44,400000,0,0,0,0,Normal Activity
2024-05,2024,Q2,CliQ,1390000,6320000,923000000,1350000,47100,876000,483000,547000,604000,221000,1370000,21800,0,0,0,0,826700,5500000,0,0,158200000,764700000,0,0,1040000,3040000,129700000,518000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-05,2024,Q2,ECCU,0,522000,3360000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17100,116000000,3.3,3.45,Normal Activity
2024-05,2024,Q2,JoMoPay,2280000,4660000,455000000,2010000,268000,1180000,1090000,819000,1033000,423000,0,0,2270000,6448,0,0,185800,4200000,175800,120300,11900000,390800000,30900000,21600000,1600000,1400000,110800000,97500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-05,2024,Q2,eFAWATEERcom,4280000,5330000,1006000000,0,0,0,0,0,0,0,0,0,0,0,4250000,34000,0,0,0,0,0,0,0,0,0,0,0,0,547,1821,1050000,4280000,151800000,854700000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-06,2024,Q2,ACH,0,890000,697000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885000,4670,31400000,246,2300000,31,230000,0,0,0,0,Low Activity
2024-06,2024,Q2,CliQ,1430000,6430000,963000000,1380000,48600,898100,496200,560000,619000,228000,1410000,22700,0,0,0,0,846100,5600000,0,0,167000000,796100000,0,0,1060000,3080000,136300000,542000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-06,2024,Q2,ECCU,0,519000,2900000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,117000000,3.8,4.03,Low Activity
2024-06,2024,Q2,JoMoPay,2290000,4500000,426000000,2020000,268000,1180000,1090000,819000,1034000,424000,0,0,2230000,6443,0,0,189900,4040000,158600,110300,13300000,366500000,27700000,18700000,1500000,1400000,91600000,89600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-06,2024,Q2,eFAWATEERcom,4310000,5140000,919000000,0,0,0,0,0,0,0,0,0,0,0,4280000,30000,0,0,0,0,0,0,0,0,0,0,0,0,551,1844,930000,4210000,134500000,784400000,0,0,0,0,0,0,0,0,0,0,0,Low Activity
2024-07,2024,Q3,ACH,0,1010000,842000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003000,6208,43100000,318,3300000,34,270000,0,0,0,0,Normal Activity
2024-07,2024,Q3,CliQ,1470000,7420000,1120000000,1420000,50700,920900,509800,568000,638000,237000,1440000,24100,0,0,0,0,1030000,6390000,0,0,204700000,915400000,0,0,1210000,3520000,157700000,624700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-07,2024,Q3,ECCU,0,569000,3650000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,142000000,3.4,3.89,High Activity
2024-07,2024,Q3,JoMoPay,2300000,5130000,476000000,2030000,271000,1180000,1110000,815000,1044000,435000,0,0,2220000,6480,0,0,213000,4620000,171600,121100,15500000,409200000,30300000,21300000,1700000,1500000,103900000,97500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-07,2024,Q3,eFAWATEERcom,4350000,5910000,1241000000,0,0,0,0,0,0,0,0,0,0,0,4310000,36000,0,0,0,0,0,0,0,0,0,0,0,0,553,1870,1230000,4680000,233100000,1010000000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-08,2024,Q3,ACH,0,924000,764000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918000,5318,41100000,279,3000000,42,310000,0,0,0,0,Normal Activity
2024-08,2024,Q3,CliQ,1520000,7900000,1200000000,1460000,52900,950600,527500,584000,660000,248000,1490000,25300,0,0,0,0,1100000,6800000,0,0,213400000,942300000,0,0,1290000,3730000,162900000,644100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-08,2024,Q3,ECCU,0,474000,3240000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800,117000000,2.9,3.61,Normal Activity
2024-08,2024,Q3,JoMoPay,2290000,5020000,461000000,2020000,273000,1160000,1120000,815000,1041000,427000,0,0,2200000,6534,0,0,192300,4540000,172900,106600,16100000,396200000,30200000,18900000,1600000,1500000,98500000,91400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-08,2024,Q3,eFAWATEERcom,4390000,5610000,1070000000,0,0,0,0,0,0,0,0,0,0,0,4350000,41000,0,0,0,0,0,0,0,0,0,0,0,0,596,1902,1200000,4410000,244000000,823000000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-09,2024,Q3,ACH,0,884000,753000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878000,5530,37000000,304,3000000,40,250000,0,0,0,0,Normal Activity
2024-09,2024,Q3,CliQ,1560000,7890000,1140000000,1500000,55000,973400,541300,597000,676000,256000,1530000,26500,0,0,0,0,1090000,6800000,0,0,208200000,936100000,0,0,1280000,3710000,162900000,640400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-09,2024,Q3,ECCU,0,624000,3530000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20900,130000000,3.4,3.69,Normal Activity
2024-09,2024,Q3,JoMoPay,2330000,5040000,447000000,2050000,278000,1180000,1140000,829000,1059000,435000,0,0,2240000,6594,0,0,177900,4580000,172300,111800,14800000,382800000,29300000,19600000,1600000,1500000,91200000,89600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-09,2024,Q3,eFAWATEERcom,4430000,5910000,1210000000,0,0,0,0,0,0,0,0,0,0,0,4390000,38800,0,0,0,0,0,0,0,0,0,0,0,0,562,1925,1230000,4680000,231400000,976300000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-10,2024,Q4,ACH,0,1060000,831000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060000,6564,42100000,320,3070000,50,380000,0,0,0,0,Normal Activity
2024-10,2024,Q4,CliQ,1600000,8860000,1220000000,1540000,57000,997400,556500,611000,694000,264000,1570000,28000,0,0,0,0,1240000,7620000,0,0,227200000,992600000,0,0,1440000,4170000,172600000,680800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-10,2024,Q4,ECCU,0,583000,3610000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18700,123000000,3.2,3.42,Normal Activity
2024-10,2024,Q4,JoMoPay,2370000,5590000,467000000,2090000,282000,1190000,1170000,843000,1075000,443000,0,0,2280000,6704,0,0,187700,5080000,198100,126100,15300000,399700000,32000000,20300000,1710000,1650000,88400000,92300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-10,2024,Q4,eFAWATEERcom,4470000,6010000,1110000000,0,0,0,0,0,0,0,0,0,0,0,4430000,40600,0,0,0,0,0,0,0,0,0,0,0,0,568,1946,1270000,4740000,230600000,878500000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-11,2024,Q4,ACH,0,893000,715000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888000,5179,33700000,285,2300000,30,270000,0,0,0,0,Low Activity
2024-11,2024,Q4,CliQ,1630000,8990000,1180000000,1570000,59000,1020000,570000,621000,710000,271000,1600000,29000,0,0,0,0,1260000,7720000,0,0,220900000,954200000,0,0,1460000,4190000,167300000,651100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-11,2024,Q4,ECCU,0,451000,3050000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,82200000,2.9,2.7,Low Activity
2024-11,2024,Q4,JoMoPay,2400000,5560000,444000000,2120000,285000,1200000,1190000,855000,1091000,449000,0,0,2320000,6362,0,0,191900,5090000,169300,115400,14200000,385200000,27100000,17700000,1810000,1590000,86800000,85800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-11,2024,Q4,eFAWATEERcom,4500000,5160000,972000000,0,0,0,0,0,0,0,0,0,0,0,4470000,34400,0,0,0,0,0,0,0,0,0,0,0,0,577,1973,1030000,4130000,185000000,787400000,0,0,0,0,0,0,0,0,0,0,0,Low Activity
2024-12,2024,Q4,ACH,0,1030000,870000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020000,5800,41500000,336,2790000,33,250000,0,0,0,0,High Activity
2024-12,2024,Q4,CliQ,1670000,10000000,1330000000,1610000,61000,1040000,580000,632000,727000,279000,1640000,30400,0,0,0,0,1430000,8570000,0,0,253700000,1080000000,0,0,1620000,4650000,190500000,743000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-12,2024,Q4,ECCU,0,670000,3960000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23800,162000000,3.6,4.1,High Activity
2024-12,2024,Q4,JoMoPay,2590000,6250000,493000000,2290000,300400,1310000,1260000,918000,1170000,491000,0,0,2510000,5648,0,0,217200,5730000,183600,125700,15500000,429900000,29300000,18800000,2090000,1750000,104800000,93800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2024-12,2024,Q4,eFAWATEERcom,4540000,6430000,1340000000,0,0,0,0,0,0,0,0,0,0,0,4500000,38100,0,0,0,0,0,0,0,0,0,0,0,0,589,2018,1280000,5150000,239200000,1100000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-01,2025,Q1,ACH,0,942000,767200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935600,5986,38300000,372,2960000,35,320000,0,0,0,0,Normal Activity
2025-01,2025,Q1,CliQ,1710000,10320000,1330000000,1640000,63000,1060000,600000,643000,745000,287000,1680000,31600,0,0,0,0,1500000,8820000,0,0,259000000,1080000000,0,0,1670000,4720000,189400000,736600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-01,2025,Q1,ECCU,0,477200,3370000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15300,91000000,3.2,2.69,Normal Activity
2025-01,2025,Q1,JoMoPay,2550000,6410000,468600000,2240000,303900,1260000,1280000,920000,1146000,471000,0,0,2460000,5334,0,0,190800,5930000,172900,117400,5180000,418190000,27200000,18080000,2170000,1800000,101300000,90400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-01,2025,Q1,eFAWATEERcom,4580000,5890000,1350000000,0,0,0,0,0,0,0,0,0,0,0,4540000,37100,0,0,0,0,0,0,0,0,0,0,0,0,591,2044,1180000,4710000,255600000,1100000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-02,2025,Q1,ACH,0,988000,783000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982000,5710,37700000,304,2660000,37,410000,0,0,0,0,Normal Activity
2025-02,2025,Q1,CliQ,1740000,9900000,1280000000,1680000,65000,1080000,610000,654000,761000,294000,1710000,32800,0,0,0,0,1450000,8450000,0,0,248700000,1030000000,0,0,1600000,4510000,181700000,700800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-02,2025,Q1,ECCU,0,464000,3200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,82000000,3.1,2.57,Normal Activity
2025-02,2025,Q1,JoMoPay,2580000,5890000,431000000,2270000,307100,1270000,1300000,930000,1160000,478000,0,0,2490000,5376,0,0,176900,5500000,147700,107400,4760000,385200000,23700000,17300000,2000000,1610000,93430000,80050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-02,2025,Q1,eFAWATEERcom,4620000,5700000,1190000000,0,0,0,0,0,0,0,0,0,0,0,4580000,37900,0,0,0,0,0,0,0,0,0,0,0,0,599,2078,1160000,4540000,279700000,910400000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-03,2025,Q1,ACH,0,1060000,865000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060000,5222,37000000,327,3270000,35,380000,0,0,0,0,High Activity
2025-03,2025,Q1,CliQ,1780000,12110000,1560000000,1710000,67000,1110000,620000,664000,778000,303000,1740000,34000,0,0,0,0,1750000,10360000,0,0,300140000,1260000000,0,0,1930000,5510000,223900000,856400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-03,2025,Q1,ECCU,0,491000,3100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16400,83900000,3.3,2.7,Low Activity
2025-03,2025,Q1,JoMoPay,2600000,7290000,538000000,2290000,310100,1300000,1300000,939000,1172000,485000,0,0,2590000,5429,0,0,230800,6760000,186400,115100,6400000,483500000,28600000,19000000,2500000,2040000,119600000,103400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-03,2025,Q1,eFAWATEERcom,4650000,5500000,1130000000,0,0,0,0,0,0,0,0,0,0,0,4620000,35500,0,0,0,0,0,0,0,0,0,0,0,0,605,2090,969700,4530000,236200000,898200000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-04,2025,Q2,ACH,0,940000,782000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930000,6156,38900000,292,2620000,24,160000,0,0,0,0,Normal Activity
2025-04,2025,Q2,CliQ,1810000,11520000,1480000000,1750000,68300,1130000,640000,675000,792000,311000,1780000,35000,0,0,0,0,1740000,9780000,0,0,312800000,1170000000,0,0,1840000,5160000,207800000,802800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-04,2025,Q2,ECCU,0,588000,3480000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21700,119000000,3.7,3.42,Normal Activity
2025-04,2025,Q2,JoMoPay,2630000,6990000,469000000,2320000,313000,1320000,1300000,917000,1186000,496000,0,0,2630000,5505,0,0,243100,6480000,152400,116000,6200000,422000000,23000000,17800000,2460000,1870000,102000000,84700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-04,2025,Q2,eFAWATEERcom,4680000,6540000,1570000000,0,0,0,0,0,0,0,0,0,0,0,4650000,34200,0,0,0,0,0,0,0,0,0,0,0,0,611,2104,1160000,5380000,282800000,1280000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-05,2025,Q2,ACH,0,980000,792000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970000,6153,39000000,305,2840000,33,410000,0,0,0,0,Normal Activity
2025-05,2025,Q2,CliQ,1850000,13730000,1640000000,1780000,70100,1150000,650000,684000,809000,317000,1810000,36000,0,0,0,0,2080000,11650000,0,0,341600000,1290000000,0,0,2180000,6110000,232800000,870600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-05,2025,Q2,ECCU,0,443000,3090000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13900,93000000,3.1,3,Low Activity
2025-05,2025,Q2,JoMoPay,2660000,8210000,543000000,2350000,317000,1350000,1300000,954000,1202000,500000,0,0,2580000,5595,0,0,300900,7610000,180600,124100,10000000,487400000,26300000,19400000,2830000,2220000,116600000,101300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-05,2025,Q2,eFAWATEERcom,4730000,5760000,1130000000,0,0,0,0,0,0,0,0,0,0,0,4680000,40200,0,0,0,0,0,0,0,0,0,0,0,0,620,2138,1030000,4730000,240100000,891200000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-06,2025,Q2,ACH,0,971000,780000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966000,4927,32600000,247,2460000,29,360000,0,0,0,0,Normal Activity
2025-06,2025,Q2,CliQ,1880000,13090000,1600000000,1810000,71800,1160000,660000,694000,822000,327000,1840000,37600,0,0,0,0,1970000,11110000,0,0,339200000,1260000000,0,0,2070000,5790000,227200000,849100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-06,2025,Q2,ECCU,0,562000,3350000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21300,113000000,3.8,3.38,Normal Activity
2025-06,2025,Q2,JoMoPay,2670000,7990000,525000000,2350000,319600,1360000,1290000,953000,1205000,501000,0,0,2610000,5696,0,0,461100,7200000,165000,116600,22100000,459100000,25100000,18500000,2800000,2070000,112030000,93940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-06,2025,Q2,eFAWATEERcom,4760000,6130000,1130000000,0,0,0,0,0,0,0,0,0,0,0,4730000,38700,0,0,0,0,0,0,0,0,0,0,0,0,630,2156,1020000,5110000,224100000,905500000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-07,2025,Q3,ACH,0,1050000,903000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048000,6215,40300000,356,3350000,45,430000,0,0,0,0,High Activity
2025-07,2025,Q3,CliQ,1920000,15300000,1860000000,1850000,73900,1190000,680000,710000,838000,333000,1880000,39000,0,0,0,0,2700000,12600000,0,0,458400000,1400000000,0,0,2360000,6530000,257800000,939200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-07,2025,Q3,ECCU,0,551000,3680000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17300,109000000,3.2,2.97,High Activity
2025-07,2025,Q3,JoMoPay,2630000,9150000,588000000,2310000,320000,1350000,1260000,953000,1184000,481000,0,0,2600000,5767,0,0,717300,8100000,180000,131100,37700000,501500000,28200000,20700000,3220000,2250000,125500000,97900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-07,2025,Q3,eFAWATEERcom,4810000,6580000,1400000000,0,0,0,0,0,0,0,0,0,0,0,4760000,43400,0,0,0,0,0,0,0,0,0,0,0,0,636,2193,1200000,5380000,294600000,1100000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-08,2025,Q3,ACH,0,1010000,849000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010000,5974,42400000,305,2860000,35,280000,0,0,0,0,Normal Activity
2025-08,2025,Q3,CliQ,1960000,15770000,1880000000,1880000,75800,1210000,690000,718000,857000,344000,1920000,40400,0,0,0,0,3260000,12510000,0,0,530800000,1350000000,0,0,2380000,6420000,253700000,901400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-08,2025,Q3,ECCU,0,525000,3440000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,84000000,3,2.45,Normal Activity
2025-08,2025,Q3,JoMoPay,2660000,9450000,573000000,2340000,325000,1380000,1270000,958000,1202000,492000,0,0,2600000,5869,0,0,738500,8400000,177200,124400,36940000,490700000,26340000,19340000,3340000,2300000,122300000,95800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-08,2025,Q3,eFAWATEERcom,4850000,6640000,1280000000,0,0,0,0,0,0,0,0,0,0,0,4810000,46100,0,0,0,0,0,0,0,0,0,0,0,0,643,2212,1220000,5420000,268600000,1010000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-09,2025,Q3,ACH,0,1010000,858000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010000,5367,39800000,328,3120000,53,360000,0,0,0,0,Normal Activity
2025-09,2025,Q3,CliQ,2000000,15580000,1870000000,1930000,77980,1240000,710000,739000,870000,351000,1950000,55300,0,0,0,0,3280000,12300000,0,0,533100000,1330000000,0,0,2350000,6300000,250100000,891800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-09,2025,Q3,ECCU,0,539000,3440000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,75000000,3,2.18,Normal Activity
2025-09,2025,Q3,JoMoPay,2700000,9500000,559000000,2370000,330000,1410000,1280000,977000,1216000,498000,0,0,2670000,5961,0,0,1030000,8270000,128300,73240,62300000,464890000,19380000,12170000,3310000,2270000,118550000,92170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-09,2025,Q3,eFAWATEERcom,4900000,6450000,1400000000,0,0,0,0,0,0,0,0,0,0,0,4850000,44600,0,0,0,0,0,0,0,0,0,0,0,0,652,2245,1210000,5240000,311400000,1090000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-10,2025,Q4,ACH,0,1050000,872000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040000,6250,40600000,332,2800000,42,390000,0,0,0,0,High Activity
2025-10,2025,Q4,CliQ,2060000,16590000,1860000000,1980000,80300,1260000,730000,757000,892000,363000,2010000,45600,0,0,0,0,3280000,13300000,0,0,506200000,1350000000,0,0,2500000,6800000,247400000,907200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-10,2025,Q4,ECCU,0,516000,3660000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15100,80000000,2.9,2.18,High Activity
2025-10,2025,Q4,JoMoPay,2740000,10130000,555000000,2400000,334900,1440000,1290000,984000,1235000,508000,0,0,2700000,6010,0,0,1470000,8560000,82200,22800,94010000,445850000,11630000,3520000,3400000,2400000,114400000,92030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-10,2025,Q4,eFAWATEERcom,4950000,6690000,1420000000,0,0,0,0,0,0,0,0,0,0,0,4900000,55700,0,0,0,0,0,0,0,0,0,0,0,0,665,2272,1340000,5360000,352000000,1060000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-11,2025,Q4,ACH,0,1030000,818000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020000,6350,40200000,283,2650000,37,290000,0,0,0,0,Normal Activity
2025-11,2025,Q4,CliQ,2090000,16350000,1730000000,2010000,82400,1280000,750000,770000,907000,369000,2050000,47000,0,0,0,0,3170000,13200000,0,0,462500000,1270000000,0,0,2490000,6730000,232200000,846500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-11,2025,Q4,ECCU,0,562000,3300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17900,88000000,3.2,2.68,Normal Activity
